"l","t",Value
"Farm-193","17","step({I,Farm-173|Farm-151|Farm-193|Farm-111|Farm-43|Farm-45|Farm-44|Farm-114|Farm-91|Farm-195})"
"Farm-193","44","step({I,Farm-140|Farm-76|Farm-21|Farm-193|Farm-15|Farm-4|Farm-196|Farm-30|Farm-52|Farm-44})"
"Farm-193","80","step({I,Farm-10|Farm-38|Farm-105|Farm-76|Farm-49|Farm-137|Farm-134|Farm-193|Farm-176|Farm-200})"
"Farm-193","84","step({I,Farm-21|Farm-123|Farm-147|Farm-49|Farm-193|Farm-149|Farm-48|Farm-129|Farm-68|Farm-146})"
"Farm-194","4","step({I,Farm-194|Farm-131|Farm-35|Farm-72|Farm-151|Farm-122|Farm-66|Farm-8|Farm-127|Farm-192})"
"Farm-194","10","step({I,Farm-137|Farm-90|Farm-196|Farm-24|Farm-154|Farm-83|Farm-136|Farm-50|Farm-63|Farm-194})"
"Farm-194","12","step({I,Farm-176|Farm-21|Farm-19|Farm-71|Farm-111|Farm-7|Farm-194|Farm-65|Farm-45|Farm-29})"
"Farm-194","40","step({I,Farm-90|Farm-194|Farm-73|Farm-80|Farm-148|Farm-90|Farm-188|Farm-52|Farm-77|Farm-140})"
"Farm-194","46","step({I,Farm-194|Farm-34|Farm-181|Farm-66|Farm-178|Farm-103|Farm-103|Farm-78|Farm-107|Farm-189})"
"Farm-194","48","step({I,Farm-73|Farm-101|Farm-31|Farm-86|Farm-182|Farm-2|Farm-194|Farm-139|Farm-20|Farm-58})"
"Farm-194","60","step({I,Farm-194|Farm-20|Farm-8|Farm-97|Farm-92|Farm-48|Farm-12|Farm-25|Farm-172|Farm-80})"
"Farm-194","87","step({I,Farm-133|Farm-151|Farm-121|Farm-100|Farm-24|Farm-157|Farm-99|Farm-171|Farm-27|Farm-194})"
"Farm-195","6","step({I,Farm-133|Farm-3|Farm-125|Farm-135|Farm-195|Farm-176|Farm-102|Farm-12|Farm-91|Farm-4})"
"Farm-195","17","step({I,Farm-173|Farm-151|Farm-193|Farm-111|Farm-43|Farm-45|Farm-44|Farm-114|Farm-91|Farm-195})"
"Farm-195","25","step({I,Farm-176|Farm-99|Farm-144|Farm-98|Farm-142|Farm-100|Farm-169|Farm-39|Farm-155|Farm-195})"
"Farm-195","45","step({I,Farm-196|Farm-55|Farm-195|Farm-6|Farm-178|Farm-142|Farm-56|Farm-179|Farm-6|Farm-126})"
"Farm-195","49","step({I,Farm-145|Farm-78|Farm-46|Farm-91|Farm-195|Farm-167|Farm-183|Farm-134|Farm-89|Farm-138})"
"Farm-195","54","step({I,Farm-105|Farm-65|Farm-1|Farm-120|Farm-130|Farm-2|Farm-195|Farm-133|Farm-59|Farm-41})"
"Farm-195","71","step({I,Farm-195|Farm-61|Farm-16|Farm-146|Farm-196|Farm-157|Farm-50|Farm-8|Farm-82|Farm-176})"
"Farm-195","77","step({I,Farm-116|Farm-85|Farm-141|Farm-72|Farm-195|Farm-175|Farm-32|Farm-137|Farm-7|Farm-178})"
"Farm-195","86","step({I,Farm-101|Farm-79|Farm-79|Farm-159|Farm-142|Farm-64|Farm-195|Farm-179|Farm-141|Farm-89})"
"Farm-195","88","step({I,Farm-15|Farm-57|Farm-181|Farm-67|Farm-195|Farm-89|Farm-74|Farm-158|Farm-94|Farm-16})"
"Farm-195","99","step({I,Farm-51|Farm-32|Farm-158|Farm-195|Farm-13|Farm-21|Farm-64|Farm-106|Farm-141|Farm-192})"
"Farm-196","7","step({I,Farm-196|Farm-72|Farm-97|Farm-138|Farm-177|Farm-184|Farm-44|Farm-114|Farm-174|Farm-102})"
"Farm-196","10","step({I,Farm-137|Farm-90|Farm-196|Farm-24|Farm-154|Farm-83|Farm-136|Farm-50|Farm-63|Farm-194})"
"Farm-196","18","step({I,Farm-18|Farm-12|Farm-98|Farm-177|Farm-196|Farm-124|Farm-109|Farm-171|Farm-149|Farm-96})"
"Farm-196","44","step({I,Farm-140|Farm-76|Farm-21|Farm-193|Farm-15|Farm-4|Farm-196|Farm-30|Farm-52|Farm-44})"
"Farm-196","45","step({I,Farm-196|Farm-55|Farm-195|Farm-6|Farm-178|Farm-142|Farm-56|Farm-179|Farm-6|Farm-126})"
"Farm-196","69","step({I,Farm-196|Farm-116|Farm-129|Farm-73|Farm-134|Farm-115|Farm-155|Farm-181|Farm-81|Farm-180})"
"Farm-196","71","step({I,Farm-195|Farm-61|Farm-16|Farm-146|Farm-196|Farm-157|Farm-50|Farm-8|Farm-82|Farm-176})"
"Farm-197","13","step({I,Farm-197|Farm-53|Farm-108|Farm-90|Farm-20|Farm-71|Farm-94|Farm-169|Farm-181|Farm-8})"
"Farm-197","14","step({I,Farm-34|Farm-156|Farm-173|Farm-83|Farm-28|Farm-7|Farm-197|Farm-75|Farm-85|Farm-11})"
"Farm-197","24","step({I,Farm-2|Farm-167|Farm-197|Farm-141|Farm-37|Farm-103|Farm-117|Farm-158|Farm-122|Farm-44})"
"Farm-197","38","step({I,Farm-99|Farm-197|Farm-49|Farm-75|Farm-10|Farm-63|Farm-167|Farm-162|Farm-129|Farm-74})"
"Farm-197","56","step({I,Farm-131|Farm-165|Farm-81|Farm-8|Farm-197|Farm-90|Farm-188|Farm-135|Farm-54|Farm-113})"
"Farm-197","59","step({I,Farm-2|Farm-19|Farm-124|Farm-77|Farm-20|Farm-197|Farm-180|Farm-55|Farm-95|Farm-96})"
"Farm-198","26","step({I,Farm-157|Farm-198|Farm-151|Farm-1|Farm-54|Farm-83|Farm-86|Farm-60|Farm-81|Farm-25})"
"Farm-198","83","step({I,Farm-18|Farm-78|Farm-146|Farm-116|Farm-62|Farm-198|Farm-115|Farm-189|Farm-112|Farm-113})"
"Farm-199","16","step({I,Farm-175|Farm-189|Farm-122|Farm-120|Farm-157|Farm-101|Farm-11|Farm-140|Farm-199|Farm-54})"
"Farm-199","35","step({I,Farm-32|Farm-199|Farm-18|Farm-19|Farm-127|Farm-190|Farm-188|Farm-90|Farm-146|Farm-149})"
"Farm-199","50","step({I,Farm-6|Farm-184|Farm-109|Farm-199|Farm-77|Farm-162|Farm-93|Farm-166|Farm-108|Farm-178})"
"Farm-199","63","step({I,Farm-188|Farm-192|Farm-160|Farm-199|Farm-72|Farm-170|Farm-155|Farm-145|Farm-127|Farm-62})"
"Farm-199","85","step({I,Farm-152|Farm-51|Farm-187|Farm-199|Farm-33|Farm-103|Farm-173|Farm-70|Farm-49|Farm-147})"
"Farm-200","5","step({I,Farm-128|Farm-200|Farm-117|Farm-83|Farm-95|Farm-125|Farm-68|Farm-135|Farm-64|Farm-156})"
"Farm-200","80","step({I,Farm-10|Farm-38|Farm-105|Farm-76|Farm-49|Farm-137|Farm-134|Farm-193|Farm-176|Farm-200})"
"Farm-200","92","step({I,Farm-174|Farm-159|Farm-7|Farm-140|Farm-10|Farm-200|Farm-157|Farm-47|Farm-99|Farm-149})"
"Farm-200","98","step({I,Farm-113|Farm-147|Farm-39|Farm-83|Farm-100|Farm-49|Farm-200|Farm-135|Farm-177|Farm-79})"
